Tick: 0 | WRITE to 0x91 with value 0x7
Tick: 26266 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26266 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26266 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26266 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26266 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26266 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26267 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26304 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26304 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26304 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26304 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26305 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26318 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26318 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26318 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26318 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26330 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26343 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26356 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26381 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26394 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26406 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26407 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26419 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26432 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26444 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26444 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26444 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26444 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26445 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26457 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26458 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26458 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26458 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26458 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26470 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26483 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26495 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26496 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26508 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26521 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26533 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26533 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26533 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26533 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 3 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 0 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 1 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 2 | Port 91h: 0x87
Tick: 26534 | Checking Chan: 3 | Port 91h: 0x87
